"assay_component_name"	"technological_target_type_sub"	"chnm"	"casn"	"Efficacy/potency"	"stkc"	"stkc_unit"	"apid"	"rowi"	"coli"	"wllt"	"wllq"	"conc"	"rval"
CEETOX_H295R_PROG	Progesterone	"2,3-Diaminotoluene"	"2687-25-4"	intermediate	100.0	mM	"09Apr2014.Plate.6"	5	11	t	1	3.703703704	0.65
CEETOX_H295R_PROG	Progesterone	"2,3-Diaminotoluene"	"2687-25-4"	intermediate	100.0	mM	"09Apr2014.Plate.6"	4	11	t	1	11.11111111	1.19
CEETOX_H295R_PROG	Progesterone	"2,3-Diaminotoluene"	"2687-25-4"	intermediate	100.0	mM	"09Apr2014.Plate.6"	4	10	t	1	11.11111111	1.02
CEETOX_H295R_PROG	Progesterone	"2,3-Diaminotoluene"	"2687-25-4"	intermediate	100.0	mM	"09Apr2014.Plate.6"	3	11	t	1	33.33333333	1.76
CEETOX_H295R_PROG	Progesterone	"2,3-Diaminotoluene"	"2687-25-4"	intermediate	100.0	mM	"09Apr2014.Plate.6"	3	10	t	1	33.33333333	1.37
CEETOX_H295R_PROG	Progesterone	"2,3-Diaminotoluene"	"2687-25-4"	intermediate	100.0	mM	"09Apr2014.Plate.6"	2	10	t	1	100.0	2.22
CEETOX_H295R_PROG	Progesterone	"2,3-Diaminotoluene"	"2687-25-4"	intermediate	100.0	mM	"09Apr2014.Plate.6"	2	11	t	1	100.0	2.45
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	7	5	t	1	0.058847737	0.42
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	7	4	t	1	0.058847737	0.39
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	6	5	t	1	0.17654321	0.43
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	6	4	t	1	0.17654321	0.42
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	5	4	t	1	0.52962963	0.48
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	5	5	t	1	0.52962963	0.49
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	4	4	t	1	1.588888889	0.56
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	4	5	t	1	1.588888889	0.52
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	3	5	t	1	4.766666667	0.83
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	3	4	t	1	4.766666667	0.79
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	2	4	t	1	14.3	1.07
CEETOX_H295R_PROG	Progesterone	"2,3-Dinitrotoluene"	"602-01-7"	higher	14.296842293990286	mM	"09Apr2014.Plate.9"	2	5	t	1	14.3	1.09
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	7	10	t	1	0.411111111	0.62
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	7	11	t	1	0.411111111	0.58
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	6	10	t	1	1.233333333	0.53
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	6	11	t	1	1.233333333	0.54
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	5	10	t	1	3.7	0.57
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	5	11	t	1	3.7	0.55
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	4	11	t	1	11.1	0.63
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	4	10	t	1	11.1	0.58
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	3	10	t	1	33.3	0.73
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	3	11	t	1	33.3	0.74
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	2	10	t	1	99.9	0.9
CEETOX_H295R_PROG	Progesterone	"2,4-Dimethylphenol"	"105-67-9"	lower	99.9000015258789	mM	"26Mar2014.Plate.18"	2	11	t	1	99.9	1.0
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	7	7	t	1	0.411522634	0.32
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	7	6	t	1	0.411522634	0.31
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	6	6	t	1	1.234567901	0.38
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	6	7	t	1	1.234567901	0.35
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	5	7	t	1	3.703703704	0.33
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	5	6	t	1	3.703703704	0.28
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	4	7	t	1	11.11111111	0.36
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	4	6	t	1	11.11111111	0.43
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	3	7	t	1	33.33333333	0.47
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	3	6	t	1	33.33333333	0.54
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	2	7	t	1	100.0	0.71
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tribromophenol"	"118-79-6"	lower	100.0	mM	"09Apr2014.Plate.19"	2	6	t	1	100.0	0.76
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	7	4	t	1	0.411522634	0.24
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	7	5	t	1	0.411522634	0.23
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	6	4	t	1	1.234567901	0.23
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	6	5	t	1	1.234567901	0.25
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	4	4	t	1	11.11111111	0.28
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	4	5	t	1	11.11111111	0.31
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	3	4	t	1	33.33333333	0.31
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	3	5	t	1	33.33333333	0.31
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	2	4	t	1	100.0	0.52
CEETOX_H295R_PROG	Progesterone	"2,4,6-Trichlorophenol"	"88-06-2"	lower	100.0	mM	"02Apr2014.Plate.18"	2	5	t	1	100.0	0.52
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	7	10	t	1	0.411522634	0.34
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	7	11	t	1	0.411522634	0.35
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	6	11	t	1	1.234567901	0.32
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	6	10	t	1	1.234567901	0.32
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	5	11	t	1	3.703703704	0.36
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	5	10	t	1	3.703703704	0.34
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	4	10	t	1	11.11111111	0.33
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	4	11	t	1	11.11111111	0.37
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	3	10	t	1	33.33333333	0.42
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	3	11	t	1	33.33333333	0.45
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	2	10	t	1	100.0	0.85
CEETOX_H295R_PROG	Progesterone	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	intermediate	100.0	mM	"09Apr2014.Plate.29"	2	11	t	1	100.0	0.83
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	7	4	t	1	0.411666667	1.06
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	7	5	t	1	0.411666667	1.07
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	6	5	t	1	1.234666667	0.94
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	6	4	t	1	1.234666667	0.97
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	5	5	t	1	3.703666667	1.04
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	5	4	t	1	3.703666667	1.02
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	4	4	t	1	11.111	1.3
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	4	5	t	1	11.111	1.23
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	3	5	t	1	33.33333333	1.68
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	3	4	t	1	33.33333333	1.61
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	2	5	t	1	100.0	2.27
CEETOX_H295R_PROG	Progesterone	"2,5-Dichlorophenol"	"583-78-8"	lower	100.0	mM	"10Jun2015.Plate.19"	2	4	t	1	100.0	2.16
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	7	9	t	1	0.411934156	0.31
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	7	8	t	1	0.411934156	0.28
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	6	9	t	1	1.235802469	0.36
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	6	8	t	1	1.235802469	0.23
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	5	9	t	1	3.707407407	0.39
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	5	8	t	1	3.707407407	0.37
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	4	8	t	1	11.12222222	0.32
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	4	9	t	1	11.12222222	0.38
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	3	8	t	1	33.36666667	2.64
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	3	9	t	1	33.36666667	2.52
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	2	8	t	1	100.1	11.9
CEETOX_H295R_PROG	Progesterone	"3-Hydroxyfluorene"	"6344-67-8"	intermediate	100.0999984741211	mM	"02Apr2014.Plate.3"	2	9	t	1	100.1	13.57
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	7	10	t	1	0.411522634	0.29
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	7	11	t	1	0.411522634	0.29
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	6	11	t	1	1.234567901	0.33
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	6	10	t	1	1.234567901	0.27
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	5	10	t	1	3.703703704	0.28
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	5	11	t	1	3.703703704	0.31
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	4	10	t	1	11.11111111	0.38
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	4	11	t	1	11.11111111	0.4
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	3	11	t	1	33.33333333	0.38
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	3	10	t	1	33.33333333	0.42
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	2	10	t	1	100.0	0.48
CEETOX_H295R_PROG	Progesterone	"3-Isopropylphenol"	"618-45-1"	lower	100.0	mM	"09Apr2014.Plate.32"	2	11	t	1	100.0	0.49
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	7	6	t	1	0.082304527	0.88
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	7	7	t	1	0.082304527	0.83
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	7	9	t	1	0.082304527	0.29
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	7	8	t	1	0.082304527	0.38
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	6	7	t	1	0.24691358	0.9
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	6	8	t	1	0.24691358	0.38
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	6	9	t	1	0.24691358	0.3
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	6	6	t	1	0.24691358	0.94
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	5	9	t	1	0.740666667	0.25
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	5	8	t	1	0.740666667	0.3
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	5	6	t	1	0.740666667	1.02
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	5	7	t	1	0.740666667	0.93
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	4	8	t	1	2.222222222	0.22
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	4	9	t	1	2.222222222	0.31
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	4	6	t	1	2.222222222	1.14
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	4	7	t	1	2.222222222	1.06
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	3	7	t	1	6.666666667	2.88
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	3	9	t	1	6.666666667	0.37
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	3	8	t	1	6.666666667	0.46
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	3	6	t	1	6.666666667	2.63
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	2	8	t	1	20.0	0.91
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	2	6	t	1	20.0	6.18
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"03Sep2014.Plate.16"	2	9	t	1	20.0	0.86
CEETOX_H295R_PROG	Progesterone	"3-Phenylphenol"	"580-51-8"	intermediate	20.0	mM	"10Jun2015.Plate.36"	2	7	t	1	20.0	5.7
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	7	6	t	1	0.411666667	1.11
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	7	7	t	1	0.411666667	1.01
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	6	6	t	1	1.234666667	1.02
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	6	7	t	1	1.234666667	1.07
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	5	7	t	1	3.703666667	1.17
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	5	6	t	1	3.703666667	1.17
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	4	7	t	1	11.111	1.39
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	4	6	t	1	11.111	1.42
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	3	7	t	1	33.33333333	1.86
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	3	6	t	1	33.33333333	1.78
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	2	6	t	1	100.0	1.78
CEETOX_H295R_PROG	Progesterone	"3-tert-Butylphenol"	"585-34-2"	lower	100.0	mM	"10Jun2015.Plate.17"	2	7	t	1	100.0	1.86
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	7	7	t	1	0.411522634	0.35
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	7	6	t	1	0.411522634	0.31
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	6	6	t	1	1.234567901	0.37
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	6	7	t	1	1.234567901	0.38
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	5	7	t	1	3.703703704	0.39
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	5	6	t	1	3.703703704	0.39
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	4	6	t	1	11.11111111	0.48
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	4	7	t	1	11.11111111	0.58
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	3	7	t	1	33.33333333	1.04
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	3	6	t	1	33.33333333	0.97
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	2	7	t	1	100.0	2.57
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	2	6	t	1	100.0	2.27
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	lower	20.0	mM	"09Apr2014.Plate.7"	7	5	t	1	0.082304527	0.37
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	lower	20.0	mM	"09Apr2014.Plate.7"	7	4	t	1	0.082304527	0.44
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	lower	20.0	mM	"09Apr2014.Plate.7"	6	5	t	1	0.24691358	0.41
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	lower	20.0	mM	"09Apr2014.Plate.7"	6	4	t	1	0.24691358	0.37
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	lower	20.0	mM	"09Apr2014.Plate.7"	5	4	t	1	0.740740741	0.44
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	lower	20.0	mM	"09Apr2014.Plate.7"	5	5	t	1	0.740740741	0.41
CEETOX_H295R_PROG	Progesterone	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	lower	20.0	mM	"09Apr2014.Plate.7"	4	4	t	1	2.222222222	0.58
